,_id,kind,overall,pid,product,source,屏幕显示,性价比,拍照效果,流畅度,电池与续航
208,59ec6f3bb735f761862b658e,Scores,4.2,616067_comment,iPhone 7 Plus,PConline,4.0,4.0,5.0,5.0,3.0
209,59ec6f3bb735f761862b658f,Scores,4.0,616067_comment,iPhone 7 Plus,PConline,5.0,3.0,4.0,5.0,3.0
210,59ec6f3bb735f761862b6590,Scores,4.6,616067_comment,iPhone 7 Plus,PConline,5.0,4.0,5.0,5.0,4.0
211,59ec6f3bb735f761862b6591,Scores,4.8,616067_comment,iPhone 7 Plus,PConline,5.0,4.0,5.0,5.0,5.0
212,59ec6f3bb735f761862b6592,Scores,4.2,616067_comment,iPhone 7 Plus,PConline,5.0,3.0,4.0,5.0,4.0
213,59ec6f3bb735f761862b6593,Scores,4.4,616067_comment,iPhone 7 Plus,PConline,4.0,4.0,4.0,5.0,5.0
214,59ec6f3bb735f761862b6594,Scores,4.0,616067_comment,iPhone 7 Plus,PConline,4.0,2.0,5.0,5.0,4.0
215,59ec6f3bb735f761862b6595,Scores,4.4,616067_comment,iPhone 7 Plus,PConline,4.0,4.0,5.0,5.0,4.0
216,59ec6f3bb735f761862b6596,Scores,5.0,616067_comment,iPhone 7 Plus,PConline,5.0,5.0,5.0,5.0,5.0
217,59ec7697b735f761862b6597,Scores,4.0,637114_comment,P10,PConline,4.0,4.0,4.0,4.0,4.0
218,59ec7697b735f761862b6598,Scores,4.0,637114_comment,P10,PConline,4.0,3.0,5.0,4.0,4.0
219,59ec7697b735f761862b6599,Scores,3.0,637114_comment,P10,PConline,3.0,3.0,3.0,3.0,3.0
220,59ec7697b735f761862b659a,Scores,3.4,637114_comment,P10,PConline,4.0,3.0,3.0,4.0,3.0
221,59ec7697b735f761862b659b,Scores,3.4,637114_comment,P10,PConline,2.0,3.0,4.0,5.0,3.0
222,59ec7697b735f761862b659c,Scores,3.0,637114_comment,P10,PConline,3.0,3.0,3.0,3.0,3.0
223,59ec7697b735f761862b659d,Scores,4.6,637114_comment,P10,PConline,5.0,4.0,5.0,5.0,4.0
224,59ec7697b735f761862b659e,Scores,2.0,637114_comment,P10,PConline,1.0,1.0,3.0,2.0,3.0
225,59ec7697b735f761862b659f,Scores,5.0,637114_comment,P10,PConline,5.0,5.0,5.0,5.0,5.0
226,59ec7697b735f761862b65a0,Scores,4.4,637114_comment,P10,PConline,5.0,4.0,4.0,5.0,4.0
227,59ec7698b735f761862b65a1,Scores,3.4,637114_comment,P10,PConline,2.0,3.0,4.0,5.0,3.0
228,59ec7698b735f761862b65a2,Scores,4.2,637114_comment,P10,PConline,4.0,4.0,4.0,5.0,4.0
229,59ec7698b735f761862b65a3,Scores,3.8,637114_comment,P10,PConline,4.0,3.0,5.0,3.0,4.0
230,59ec7698b735f761862b65a4,Scores,1.2,637114_comment,P10,PConline,1.0,1.0,1.0,1.0,2.0
231,59ec7698b735f761862b65a5,Scores,3.4,637114_comment,P10,PConline,4.0,5.0,4.0,2.0,2.0
232,59ec7698b735f761862b65a6,Scores,2.0,637114_comment,P10,PConline,2.0,2.0,2.0,2.0,2.0
233,59ec7698b735f761862b65a7,Scores,3.6,637114_comment,P10,PConline,3.0,3.0,4.0,4.0,4.0
234,59ec7698b735f761862b65a8,Scores,4.0,637114_comment,P10,PConline,4.0,4.0,4.0,4.0,4.0
235,59ec7698b735f761862b65a9,Scores,3.8,637114_comment,P10,PConline,4.0,5.0,3.0,4.0,3.0
236,59ec7698b735f761862b65aa,Scores,3.6,637114_comment,P10,PConline,4.0,3.0,4.0,4.0,3.0
237,59ec7698b735f761862b65ab,Scores,3.0,637114_comment,P10,PConline,3.0,2.0,4.0,3.0,3.0
238,59ec7698b735f761862b65ac,Scores,4.8,637114_comment,P10,PConline,5.0,5.0,5.0,5.0,4.0
239,59ec7698b735f761862b65ad,Scores,3.4,637114_comment,P10,PConline,4.0,5.0,4.0,2.0,2.0
240,59ec7698b735f761862b65ae,Scores,2.4,637114_comment,P10,PConline,3.0,3.0,2.0,2.0,2.0
241,59ec7698b735f761862b65af,Scores,3.6,637114_comment,P10,PConline,4.0,2.0,4.0,4.0,4.0
242,59ec7698b735f761862b65b0,Scores,4.2,637114_comment,P10,PConline,5.0,4.0,4.0,5.0,3.0
243,59ec7698b735f761862b65b1,Scores,4.0,637114_comment,P10,PConline,4.0,4.0,4.0,4.0,4.0
244,59ec7698b735f761862b65b2,Scores,3.6,637114_comment,P10,PConline,5.0,4.0,3.0,3.0,3.0
245,59ec7698b735f761862b65b3,Scores,3.2,637114_comment,P10,PConline,4.0,3.0,4.0,2.0,3.0
246,59ec7698b735f761862b65b4,Scores,1.0,637114_comment,P10,PConline,1.0,1.0,1.0,1.0,1.0
247,59ec7698b735f761862b65b5,Scores,4.6,637114_comment,P10,PConline,5.0,5.0,5.0,4.0,4.0
248,59ec7698b735f761862b65b6,Scores,3.2,637114_comment,P10,PConline,4.0,4.0,3.0,3.0,2.0
249,59ec7698b735f761862b65b7,Scores,4.0,637114_comment,P10,PConline,4.0,4.0,4.0,4.0,4.0
250,59ec7698b735f761862b65b8,Scores,3.2,637114_comment,P10,PConline,2.0,5.0,3.0,3.0,3.0
251,59ec7698b735f761862b65b9,Scores,4.2,637114_comment,P10,PConline,5.0,5.0,4.0,3.0,4.0
252,59ec7698b735f761862b65ba,Scores,3.4,637114_comment,P10,PConline,4.0,3.0,4.0,3.0,3.0
253,59ec7698b735f761862b65bb,Scores,2.6,637114_comment,P10,PConline,2.0,4.0,2.0,2.0,3.0
254,59ec7698b735f761862b65bc,Scores,4.0,637114_comment,P10,PConline,4.0,3.0,5.0,4.0,4.0
255,59ec7698b735f761862b65bd,Scores,4.2,637114_comment,P10,PConline,5.0,5.0,4.0,3.0,4.0
256,59ec7698b735f761862b65be,Scores,3.8,637114_comment,P10,PConline,4.0,4.0,4.0,4.0,3.0
257,59ec7699b735f761862b65bf,Scores,4.0,637114_comment,P10,PConline,4.0,4.0,4.0,4.0,4.0
258,59ec7699b735f761862b65c0,Scores,3.4,637114_comment,P10,PConline,3.0,4.0,3.0,3.0,4.0
259,59ec7699b735f761862b65c1,Scores,4.0,637114_comment,P10,PConline,4.0,4.0,4.0,4.0,4.0
260,59ec7699b735f761862b65c2,Scores,3.4,637114_comment,P10,PConline,5.0,4.0,2.0,3.0,3.0
261,59ec7699b735f761862b65c3,Scores,2.6,637114_comment,P10,PConline,2.0,4.0,3.0,2.0,2.0
262,59ec7699b735f761862b65c4,Scores,3.4,637114_comment,P10,PConline,5.0,4.0,2.0,3.0,3.0
263,59ec7699b735f761862b65c5,Scores,2.6,637114_comment,P10,PConline,2.0,3.0,4.0,2.0,2.0
264,59ec7699b735f761862b65c6,Scores,3.6,637114_comment,P10,PConline,4.0,4.0,3.0,4.0,3.0
265,59ec7699b735f761862b65c7,Scores,4.4,637114_comment,P10,PConline,5.0,4.0,5.0,4.0,4.0
266,59ec7699b735f761862b65c8,Scores,2.4,637114_comment,P10,PConline,3.0,3.0,2.0,2.0,2.0
267,59ec7699b735f761862b65c9,Scores,3.6,637114_comment,P10,PConline,4.0,3.0,4.0,4.0,3.0
268,59ec7699b735f761862b65ca,Scores,4.8,637114_comment,P10,PConline,5.0,5.0,5.0,5.0,4.0
269,59ec7699b735f761862b65cb,Scores,2.4,637114_comment,P10,PConline,3.0,3.0,2.0,2.0,2.0
270,59ec7699b735f761862b65cc,Scores,3.2,637114_comment,P10,PConline,3.0,2.0,4.0,4.0,3.0
271,59ec7699b735f761862b65cd,Scores,3.2,637114_comment,P10,PConline,2.0,5.0,3.0,3.0,3.0
272,59ec7699b735f761862b65ce,Scores,2.4,637114_comment,P10,PConline,3.0,3.0,2.0,2.0,2.0
273,59ec7699b735f761862b65cf,Scores,3.6,637114_comment,P10,PConline,3.0,4.0,3.0,4.0,4.0
274,59ec7699b735f761862b65d0,Scores,3.4,637114_comment,P10,PConline,3.0,4.0,4.0,4.0,2.0
275,59ec7699b735f761862b65d1,Scores,3.2,637114_comment,P10,PConline,2.0,5.0,3.0,3.0,3.0
276,59ec7699b735f761862b65d2,Scores,4.2,637114_comment,P10,PConline,4.0,4.0,5.0,4.0,4.0
277,59ec7699b735f761862b65d3,Scores,3.4,637114_comment,P10,PConline,5.0,3.0,2.0,3.0,4.0
278,59ec7699b735f761862b65d4,Scores,3.6,637114_comment,P10,PConline,5.0,4.0,3.0,3.0,3.0
279,59ec7699b735f761862b65d5,Scores,3.4,637114_comment,P10,PConline,5.0,4.0,2.0,3.0,3.0
280,59ec7699b735f761862b65d6,Scores,3.2,637114_comment,P10,PConline,4.0,3.0,4.0,2.0,3.0
281,59ec7699b735f761862b65d7,Scores,3.2,637114_comment,P10,PConline,2.0,5.0,3.0,3.0,3.0
282,59ec7699b735f761862b65d8,Scores,2.6,637114_comment,P10,PConline,2.0,4.0,3.0,2.0,2.0
283,59ec7699b735f761862b65d9,Scores,3.4,637114_comment,P10,PConline,4.0,3.0,4.0,3.0,3.0
284,59ec7699b735f761862b65da,Scores,2.4,637114_comment,P10,PConline,3.0,3.0,2.0,2.0,2.0
285,59ec7699b735f761862b65db,Scores,3.2,637114_comment,P10,PConline,3.0,5.0,3.0,3.0,2.0
286,59ec7699b735f761862b65dc,Scores,3.2,637114_comment,P10,PConline,2.0,3.0,4.0,4.0,3.0
287,59ec7699b735f761862b65dd,Scores,2.4,637114_comment,P10,PConline,3.0,3.0,2.0,2.0,2.0
288,59ec7699b735f761862b65de,Scores,2.4,637114_comment,P10,PConline,3.0,3.0,2.0,2.0,2.0
289,59ec7699b735f761862b65df,Scores,3.2,637114_comment,P10,PConline,2.0,5.0,3.0,3.0,3.0
290,59ec7699b735f761862b65e0,Scores,3.4,637114_comment,P10,PConline,4.0,5.0,4.0,2.0,2.0
291,59ec7699b735f761862b65e1,Scores,3.4,637114_comment,P10,PConline,5.0,4.0,2.0,3.0,3.0
292,59ec7699b735f761862b65e2,Scores,3.4,637114_comment,P10,PConline,5.0,4.0,2.0,3.0,3.0
293,59ec7699b735f761862b65e3,Scores,3.4,637114_comment,P10,PConline,5.0,3.0,2.0,3.0,4.0
294,59ec7699b735f761862b65e4,Scores,3.2,637114_comment,P10,PConline,2.0,5.0,3.0,3.0,3.0
295,59ec7699b735f761862b65e5,Scores,3.6,637114_comment,P10,PConline,5.0,4.0,3.0,3.0,3.0
296,59ec7699b735f761862b65e6,Scores,3.2,637114_comment,P10,PConline,4.0,3.0,4.0,2.0,3.0
297,59ec769ab735f761862b65e7,Scores,3.6,637114_comment,P10,PConline,5.0,4.0,3.0,3.0,3.0
298,59ec769ab735f761862b65e8,Scores,4.2,637114_comment,P10,PConline,5.0,5.0,4.0,3.0,4.0
299,59ec769ab735f761862b65e9,Scores,3.4,637114_comment,P10,PConline,3.0,4.0,4.0,4.0,2.0
300,59ec769ab735f761862b65ea,Scores,3.6,637114_comment,P10,PConline,3.0,3.0,4.0,4.0,4.0
301,59ec769ab735f761862b65eb,Scores,3.4,637114_comment,P10,PConline,4.0,5.0,4.0,2.0,2.0
302,59ec769ab735f761862b65ec,Scores,3.4,637114_comment,P10,PConline,3.0,4.0,4.0,4.0,2.0
303,59ec769ab735f761862b65ed,Scores,3.4,637114_comment,P10,PConline,3.0,4.0,4.0,4.0,2.0
304,59ec769ab735f761862b65ee,Scores,3.4,637114_comment,P10,PConline,3.0,4.0,4.0,4.0,2.0
305,59ec769ab735f761862b65ef,Scores,3.6,637114_comment,P10,PConline,3.0,5.0,3.0,3.0,4.0
306,59ec769ab735f761862b65f0,Scores,3.6,637114_comment,P10,PConline,4.0,4.0,3.0,4.0,3.0
307,59ec769ab735f761862b65f1,Scores,3.0,637114_comment,P10,PConline,3.0,4.0,4.0,2.0,2.0
308,59ec769ab735f761862b65f2,Scores,3.2,637114_comment,P10,PConline,3.0,5.0,3.0,3.0,2.0
309,59ec769ab735f761862b65f3,Scores,3.4,637114_comment,P10,PConline,4.0,5.0,4.0,2.0,2.0
310,59ec769ab735f761862b65f4,Scores,3.4,637114_comment,P10,PConline,4.0,3.0,4.0,3.0,3.0
311,59ec769ab735f761862b65f5,Scores,3.6,637114_comment,P10,PConline,3.0,3.0,4.0,4.0,4.0
312,59ec769ab735f761862b65f6,Scores,3.6,637114_comment,P10,PConline,5.0,4.0,3.0,3.0,3.0
313,59ec7775b735f761862b65f7,Scores,3.8,643289_comment,S8,PConline,3.0,4.0,4.0,4.0,4.0
314,59ec7775b735f761862b65f8,Scores,4.0,643289_comment,S8,PConline,4.0,4.0,4.0,4.0,4.0
315,59ec7775b735f761862b65f9,Scores,4.0,643289_comment,S8,PConline,4.0,4.0,3.0,4.0,5.0
316,59ec7775b735f761862b65fa,Scores,4.2,643289_comment,S8,PConline,4.0,5.0,5.0,3.0,4.0
317,59ec7775b735f761862b65fb,Scores,4.0,643289_comment,S8,PConline,5.0,4.0,5.0,3.0,3.0
318,59ec7775b735f761862b65fc,Scores,3.2,643289_comment,S8,PConline,4.0,1.0,4.0,4.0,3.0
319,59ec7775b735f761862b65fd,Scores,4.2,643289_comment,S8,PConline,4.0,4.0,4.0,4.0,5.0
320,59ec7775b735f761862b65fe,Scores,4.2,643289_comment,S8,PConline,5.0,4.0,5.0,4.0,3.0
321,59ec7775b735f761862b65ff,Scores,3.4,643289_comment,S8,PConline,4.0,5.0,4.0,2.0,2.0
322,59ec7775b735f761862b6600,Scores,3.6,643289_comment,S8,PConline,5.0,4.0,3.0,3.0,3.0
323,59ec7776b735f761862b6601,Scores,4.2,643289_comment,S8,PConline,5.0,5.0,4.0,3.0,4.0
324,59ec7776b735f761862b6602,Scores,4.2,643289_comment,S8,PConline,5.0,5.0,4.0,3.0,4.0
325,59ec7776b735f761862b6603,Scores,4.4,643289_comment,S8,PConline,5.0,4.0,5.0,4.0,4.0
326,59ec7776b735f761862b6604,Scores,5.0,643289_comment,S8,PConline,5.0,5.0,5.0,5.0,5.0
327,59ec7776b735f761862b6605,Scores,1.0,643289_comment,S8,PConline,1.0,1.0,1.0,1.0,1.0
328,59ec7776b735f761862b6606,Scores,4.2,643289_comment,S8,PConline,5.0,5.0,4.0,3.0,4.0
329,59ec7776b735f761862b6607,Scores,2.4,643289_comment,S8,PConline,3.0,3.0,2.0,2.0,2.0
330,59ec7776b735f761862b6608,Scores,3.6,643289_comment,S8,PConline,5.0,4.0,3.0,3.0,3.0
331,59ec7776b735f761862b6609,Scores,2.4,643289_comment,S8,PConline,3.0,3.0,2.0,2.0,2.0
332,59ec7776b735f761862b660a,Scores,3.2,643289_comment,S8,PConline,2.0,5.0,3.0,3.0,3.0
333,59ec7776b735f761862b660b,Scores,3.4,643289_comment,S8,PConline,5.0,4.0,2.0,3.0,3.0
334,59ec7776b735f761862b660c,Scores,2.6,643289_comment,S8,PConline,2.0,4.0,3.0,2.0,2.0
335,59ec7776b735f761862b660d,Scores,2.6,643289_comment,S8,PConline,2.0,4.0,3.0,2.0,2.0
336,59ec7776b735f761862b660e,Scores,3.4,643289_comment,S8,PConline,3.0,4.0,4.0,4.0,2.0
337,59ec7776b735f761862b660f,Scores,3.6,643289_comment,S8,PConline,5.0,4.0,3.0,3.0,3.0
338,59ec7776b735f761862b6610,Scores,3.2,643289_comment,S8,PConline,2.0,5.0,3.0,3.0,3.0
339,59ec7776b735f761862b6611,Scores,3.2,643289_comment,S8,PConline,2.0,3.0,4.0,4.0,3.0
340,59ec7776b735f761862b6612,Scores,3.6,643289_comment,S8,PConline,5.0,4.0,3.0,3.0,3.0
341,59ec7776b735f761862b6613,Scores,3.4,643289_comment,S8,PConline,4.0,5.0,4.0,2.0,2.0
342,59ec7776b735f761862b6614,Scores,3.4,643289_comment,S8,PConline,5.0,4.0,2.0,3.0,3.0
343,59ec7776b735f761862b6615,Scores,3.2,643289_comment,S8,PConline,4.0,3.0,4.0,2.0,3.0
344,59ec7776b735f761862b6616,Scores,3.2,643289_comment,S8,PConline,4.0,4.0,3.0,3.0,2.0
345,59ec7776b735f761862b6617,Scores,3.2,643289_comment,S8,PConline,2.0,5.0,3.0,3.0,3.0
346,59ec7776b735f761862b6618,Scores,3.4,643289_comment,S8,PConline,3.0,4.0,4.0,4.0,2.0
347,59ec7776b735f761862b6619,Scores,3.4,643289_comment,S8,PConline,5.0,4.0,2.0,3.0,3.0
348,59ec7776b735f761862b661a,Scores,3.4,643289_comment,S8,PConline,4.0,3.0,4.0,3.0,3.0
349,59ec7776b735f761862b661b,Scores,3.2,643289_comment,S8,PConline,4.0,3.0,4.0,2.0,3.0
350,59ec7776b735f761862b661c,Scores,2.4,643289_comment,S8,PConline,3.0,3.0,2.0,2.0,2.0
351,59ec7776b735f761862b661d,Scores,4.6,643289_comment,S8,PConline,5.0,5.0,5.0,4.0,4.0
352,59ec7776b735f761862b661e,Scores,4.4,643289_comment,S8,PConline,5.0,3.0,5.0,5.0,4.0
353,59ec7777b735f761862b661f,Scores,4.0,643289_comment,S8,PConline,5.0,4.0,4.0,4.0,3.0
354,59ec7777b735f761862b6620,Scores,4.0,643289_comment,S8,PConline,5.0,4.0,5.0,3.0,3.0
355,59ec7777b735f761862b6621,Scores,3.8,643289_comment,S8,PConline,4.0,4.0,4.0,3.0,4.0
356,59ec7777b735f761862b6622,Scores,3.8,643289_comment,S8,PConline,4.0,4.0,4.0,4.0,3.0
357,59ec7777b735f761862b6623,Scores,4.4,643289_comment,S8,PConline,5.0,4.0,5.0,4.0,4.0
358,59ec7777b735f761862b6624,Scores,4.2,643289_comment,S8,PConline,5.0,4.0,5.0,4.0,3.0
359,59ec7777b735f761862b6625,Scores,4.2,643289_comment,S8,PConline,5.0,4.0,5.0,4.0,3.0
360,59ec7777b735f761862b6626,Scores,4.0,643289_comment,S8,PConline,5.0,4.0,4.0,4.0,3.0
